SentenceNo,SequenceNo,Speaker,Text,PolarityScore
569,295,RUBIO,"And so, I do give interviews in Spanish, and here's why - because I believe that free enterprise and limited government is the best way to help people who are trying to achieve upward mobility.",0.3321428571428572
570,295,RUBIO,"And if they get their news in Spanish, I want them to hear that directly from me. Not from a translator at Univision.",0.05
571,296,TAPPER,"Thank you, Senator Rubio.",0.0
572,296,TAPPER,(APPLAUSE),0.0
573,297,TAPPER,"Senator Cruz - Senator Cruz, this week, we learned more about Dr. Carson's plan for the 11 million to 12 million undocumented immigrants in this country.",0.5
574,297,TAPPER,Dr. Carson proposed giving these undocumented immigrants a six- month grace period to pay back taxes then to let them become guest workers and only to deport people who failed to do that.,-0.16666666666666666
575,298,CARSON,Not exactly what I said.,-0.125
576,299,TAPPER,"Well, how would you say it, sir? I was just reading the Wall Street Journal quote, but please tell us.",0.0
577,300,CARSON,"Well, what I said, after we seal the borders, after we turn off the spigot that dispenses all the goodies so we don't have people coming in here, including employment, that people who had a pristine record, we should consider allowing them to become guest workers, primarily in the agricultural sphere, because that's the place where Americans don't seem to want to work.",0.4
578,300,CARSON,"That's what I said. And they have a six-month period to do that. If they don't do it within that time period, then they become illegal, and as illegals, they will be treated as such.",-0.25
579,301,TAPPER,"OK, from the horse's mouth, Senator Cruz, does that fit your definition of amnesty?",0.45
580,302,CRUZ,"Well, Jake, you know, I'm - I'm very glad that Donald Trump's being in this race has forced the mainstream media finally to talk about illegal immigration. I think that's very important.",-0.037500000000000006
581,302,CRUZ,I like and respect Ben Carson. I'll let him talk about his own plans.,0.6
582,302,CRUZ,"But I will say this The natural next question that primary voters are asking, after we focus on illegal immigration is, okay, what are the records of the various candidates? And this is an issue on which there are stark differences.",0.08333333333333333
583,302,CRUZ,"A majority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supported amnesty and, in fact, who helped lead the fight to stop a massive amnesty plan.",0.0
584,302,CRUZ,"In 2013, when Barack Obama and Harry Reid joined the Washington Republicans in a massive, I stood shoulder to shoulder with Jeff Sessions helping lead the fight.",0.0
585,302,CRUZ,"You know, folks here have talked about, how do you secure the borders? Well, I've been leading the fight in the Senate to triple the Border Patrol, to put in place fencings and walls, to put in place a strong biometric exit/entry system...",0.4333333333333333
586,303,TAPPER,"Thank you, Senator.",0.0
587,303,TAPPER,Senator Rubio...,0.0
588,304,CARSON,Can I - can I - can I just...,0.0
589,305,TAPPER,... I'm not sure...,-0.25
590,306,CARSON,Can I correct...,0.0
591,307,TAPPER,"We'll come back to you - we'll come back to you in one second, sir.",0.0
592,307,TAPPER,"But Senator Rubio, I'm not sure exactly whose plan he's - he's saying is - constitutes amnesty, but I know he has said it about your plan in the past, so I want to give you a chance to respond, then, Dr. Carson, we'll come to you.",-0.08333333333333333
593,308,CARSON,OK.,0.5
594,309,RUBIO,"Well, let me say that legal immigration is not an issue I read about in the newspaper. Immigration, illegal immigration, all the good aspects of immigration and all the negative ones as well, I live with. My family's immigrants. My neighbors are all immigrants. My in-laws are all immigrants.",0.00909090909090908
595,309,RUBIO,"So I've seen every aspect of it, and I can tell you America doesn't have one immigration problem, it has three.",0.0
596,309,RUBIO,"First, despite the fact that we are the most generous country in the history of the world in allowing people to come here legally, we have people still coming illegally.",0.11249999999999999
597,309,RUBIO,"Second, we have a legal immigration system that no longer works. It primary is built on the basis of whether you have a relative living here instead of merit.",0.2
598,309,RUBIO,"And third, we have 11 million or 12 million people, many of whom have been here for longer than a decade who are already here illegally.",0.0
599,309,RUBIO,And we must deal with all three of these problems. We cannot deal with all three of these problems in one massive piece of legislation. I learned that. We tried it that way.,0.0
600,309,RUBIO,"Here's the way forward First, we must - we must secure our border, the physical border, with - with a wall, absolutely. But we also need to have an entry/exit tracking system. 40 percent of the people who come here illegally come legally, and then they overstay the visa. We also need a mandatory e-verify system.",0.21250000000000002
601,309,RUBIO,"After we've done that, step two would be to modernize our legal immigration system so you come to America on the basis of what you can contribute economically, not whether or not simply you have a relative living here.",0.012500000000000004
602,309,RUBIO,"And after we've done those two things, I believe the American people...",0.0
603,310,TAPPER,"Thank you, Senator.",0.0
604,311,RUBIO,"... will be very reasonable and responsible about what you do with someone who's been here and isn't a criminal. If you're a criminal, obviously, you will not be able to stay.",0.02
605,312,TAPPER,"Thank you, Senator.",0.0
606,312,TAPPER,Senator - Dr. Carson...,0.0
607,312,TAPPER,(APPLAUSE),0.0
608,312,TAPPER,... I want to give you 30 seconds. I'd like you to answer the question.,0.0
609,312,TAPPER,Senator Cruz describes plans such as yours as amnesty. Why is your plan not amnesty?,0.0
610,313,CARSON,My plan is not amnesty for a number of reasons.,0.0
611,313,CARSON,"Number one, you know, I've talked to farmers, and they said they cannot hire Americans to do the kind of job that I'm talking about.",0.6
612,313,CARSON,"And the second reason is because the individuals who register as guest workers, they don't get to vote, they are not American citizens, and they don't get the rights and privileges of American citizens. So that's key.",0.0
613,313,CARSON,"But the other thing that I want to bring up is, I mentioned something earlier. I think it was just sort of glossed over.",-0.0625
614,313,CARSON,"I talked about the success in Yuma County, I mean, incredible success, and the Department of Justice said, ""No, we don't want to do that. That's too successful.""",0.296875
615,313,CARSON,We don't have to keep reinventing the wheel. All we have to do is look at things that work. All we have to do is use a little common sense.,-0.24375
616,314,TAPPER,"Thank you, Dr. Carson. I want to talk about the issue of birthright citizenship, which - which has emerged since the first debate as - as an a - a major issue in this campaign.",0.15625
617,314,TAPPER,"Mr. Trump, you say that babies born in the United States to undocumented immigrants should not any longer get automatic American citizenship. Ms. Fiorina says that you are pandering on this issue and acting like the politicians that you rail against. What's your message to Ms. Fiorina on birthright citizenship?",0.0
618,315,TRUMP,"Well, first of all, the - the 14th Amendment says very, very clearly to a lot of great legal scholars - not television scholars, but legal scholars - that it is wrong. It can be corrected with an act of Congress, probably doesn't even need that.",0.18000000000000002
619,315,TRUMP,"A woman gets pregnant. She's nine months, she walks across the border, she has the baby in the United States, and we take care of the baby for 85 years. I don't think so.",0.0
620,315,TRUMP,"And by the way, Mexico and almost every other country anywhere in the world doesn't have that. We're the only ones dumb enough, stupid enough to have it. And people - and by the way, this is not just with respect to Mexico. They are coming from Asia to have babies here, and all of a sudden, we have to take care of the babies for the life of the baby.",0.0
