SentenceNo,SequenceNo,Speaker,Text,PolarityScore,Type
551,290,TRUMP,"As I said, we are spending $200 billion - we are spending $200 billion a year on maintaining what we have. We will move them out. The great ones will come back, the good ones will come back.",0.0,rep2
552,290,TRUMP,"They'll be expedited, they'll be back, they'll come back legally. We'll have a country - they'll come back, legally.",0.06666666666666668,rep2
553,291,BASH,"OK, on that note, you have criticized Governor Bush for speaking Spanish on the campaign trail. You said, quote, ""He should really set an example by speaking English in the United States.""",0.25,rep2
554,291,BASH,What's wrong with speaking Spanish?,-0.25,rep2
555,292,TRUMP,"Well, I think it's wonderful and all, but I did it a little bit half-heartedly, but I do mean it to a large extent.",0.17857142857142858,rep2
556,292,TRUMP,"We have a country, where, to assimilate, you have to speak English. And I think that where he was, and the way it came out didn't sound right to me. We have to have assimilation - to have a country, we have to have assimilation.",0.3428571428571429,rep2
557,292,TRUMP,"I'm not the first one to say this, Dana. We've had many people over the years, for many, many years, saying the same thing. This is a country where we speak English, not Spanish.",0.375,rep2
558,292,TRUMP,(APPLAUSE),0.0,rep2
559,293,BUSH,"Well, I've been speaking English here tonight, and I'll keep speaking English.",0.0,rep2
560,293,BUSH,"But the simple fact is, if a high school kid asks me a question in Spanish, a school - by the way, a voucher program that was created under my watch, the largest voucher program in the country, where kids can go to a Christian school, and they ask me a question in Spanish, I'm going to show respect and answer that question in Spanish.",0.02666666666666667,rep2
561,293,BUSH,"Even though they do speak English, and even though they embrace American values.",0.0,rep2
562,293,BUSH,(APPLAUSE),0.0,rep2
563,294,TRUMP,"This is a reporter, not a high school kid.",-0.08,rep2
564,295,RUBIO,"Ms. Dana, I agree that English is the unifying language of our country, and everyone should learn to speak it. It's important.",0.0,rep2
565,295,RUBIO,"I want to tell you a story about someone that didn't speak English that well. It was my grandfather; he came to this country in the 1960s, as a - escaping Cuba. And he lived with us, growing up.",0.0,rep2
566,295,RUBIO,And my grandfather loved America. He understood what was so special about this country. He loved Ronald Reagan; he would be very proud of the fact that we're here this evening.,0.85,rep2
567,295,RUBIO,"My grandfather instilled in me the belief that I was blessed to live in the one society in all of human history where even I, the son of a bartender and a maid, could aspire to have anything, and be anything that I was willing to work hard to achieve.",0.023674242424242417,rep2
568,295,RUBIO,"But he taught me that in Spanish, because it was the language he was most comfortable in. And he became a conservative, even though he got his news in Spanish.",0.3,rep2
569,295,RUBIO,"And so, I do give interviews in Spanish, and here's why - because I believe that free enterprise and limited government is the best way to help people who are trying to achieve upward mobility.",0.3321428571428572,rep2
570,295,RUBIO,"And if they get their news in Spanish, I want them to hear that directly from me. Not from a translator at Univision.",0.05,rep2
571,296,TAPPER,"Thank you, Senator Rubio.",0.0,rep2
572,296,TAPPER,(APPLAUSE),0.0,rep2
573,297,TAPPER,"Senator Cruz - Senator Cruz, this week, we learned more about Dr. Carson's plan for the 11 million to 12 million undocumented immigrants in this country.",0.5,rep2
574,297,TAPPER,Dr. Carson proposed giving these undocumented immigrants a six- month grace period to pay back taxes then to let them become guest workers and only to deport people who failed to do that.,-0.16666666666666666,rep2
575,298,CARSON,Not exactly what I said.,-0.125,rep2
576,299,TAPPER,"Well, how would you say it, sir? I was just reading the Wall Street Journal quote, but please tell us.",0.0,rep2
577,300,CARSON,"Well, what I said, after we seal the borders, after we turn off the spigot that dispenses all the goodies so we don't have people coming in here, including employment, that people who had a pristine record, we should consider allowing them to become guest workers, primarily in the agricultural sphere, because that's the place where Americans don't seem to want to work.",0.4,rep2
578,300,CARSON,"That's what I said. And they have a six-month period to do that. If they don't do it within that time period, then they become illegal, and as illegals, they will be treated as such.",-0.25,rep2
579,301,TAPPER,"OK, from the horse's mouth, Senator Cruz, does that fit your definition of amnesty?",0.45,rep2
580,302,CRUZ,"Well, Jake, you know, I'm - I'm very glad that Donald Trump's being in this race has forced the mainstream media finally to talk about illegal immigration. I think that's very important.",-0.037500000000000006,rep2
581,302,CRUZ,I like and respect Ben Carson. I'll let him talk about his own plans.,0.6,rep2
582,302,CRUZ,"But I will say this The natural next question that primary voters are asking, after we focus on illegal immigration is, okay, what are the records of the various candidates? And this is an issue on which there are stark differences.",0.08333333333333333,rep2
583,302,CRUZ,"A majority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supported amnesty and, in fact, who helped lead the fight to stop a massive amnesty plan.",0.0,rep2
584,302,CRUZ,"In 2013, when Barack Obama and Harry Reid joined the Washington Republicans in a massive, I stood shoulder to shoulder with Jeff Sessions helping lead the fight.",0.0,rep2
585,302,CRUZ,"You know, folks here have talked about, how do you secure the borders? Well, I've been leading the fight in the Senate to triple the Border Patrol, to put in place fencings and walls, to put in place a strong biometric exit/entry system...",0.4333333333333333,rep2
586,303,TAPPER,"Thank you, Senator.",0.0,rep2
587,303,TAPPER,Senator Rubio...,0.0,rep2
588,304,CARSON,Can I - can I - can I just...,0.0,rep2
589,305,TAPPER,... I'm not sure...,-0.25,rep2
590,306,CARSON,Can I correct...,0.0,rep2
591,307,TAPPER,"We'll come back to you - we'll come back to you in one second, sir.",0.0,rep2
592,307,TAPPER,"But Senator Rubio, I'm not sure exactly whose plan he's - he's saying is - constitutes amnesty, but I know he has said it about your plan in the past, so I want to give you a chance to respond, then, Dr. Carson, we'll come to you.",-0.08333333333333333,rep2
593,308,CARSON,OK.,0.5,rep2
594,309,RUBIO,"Well, let me say that legal immigration is not an issue I read about in the newspaper. Immigration, illegal immigration, all the good aspects of immigration and all the negative ones as well, I live with. My family's immigrants. My neighbors are all immigrants. My in-laws are all immigrants.",0.00909090909090908,rep2
595,309,RUBIO,"So I've seen every aspect of it, and I can tell you America doesn't have one immigration problem, it has three.",0.0,rep2
596,309,RUBIO,"First, despite the fact that we are the most generous country in the history of the world in allowing people to come here legally, we have people still coming illegally.",0.1125,rep2
597,309,RUBIO,"Second, we have a legal immigration system that no longer works. It primary is built on the basis of whether you have a relative living here instead of merit.",0.2,rep2
598,309,RUBIO,"And third, we have 11 million or 12 million people, many of whom have been here for longer than a decade who are already here illegally.",0.0,rep2
599,309,RUBIO,And we must deal with all three of these problems. We cannot deal with all three of these problems in one massive piece of legislation. I learned that. We tried it that way.,0.0,rep2
600,309,RUBIO,"Here's the way forward First, we must - we must secure our border, the physical border, with - with a wall, absolutely. But we also need to have an entry/exit tracking system. 40 percent of the people who come here illegally come legally, and then they overstay the visa. We also need a mandatory e-verify system.",0.2125,rep2
601,309,RUBIO,"After we've done that, step two would be to modernize our legal immigration system so you come to America on the basis of what you can contribute economically, not whether or not simply you have a relative living here.",0.012500000000000004,rep2
602,309,RUBIO,"And after we've done those two things, I believe the American people...",0.0,rep2
603,310,TAPPER,"Thank you, Senator.",0.0,rep2
604,311,RUBIO,"... will be very reasonable and responsible about what you do with someone who's been here and isn't a criminal. If you're a criminal, obviously, you will not be able to stay.",0.02,rep2
605,312,TAPPER,"Thank you, Senator.",0.0,rep2
606,312,TAPPER,Senator - Dr. Carson...,0.0,rep2
607,312,TAPPER,(APPLAUSE),0.0,rep2
608,312,TAPPER,... I want to give you 30 seconds. I'd like you to answer the question.,0.0,rep2
609,312,TAPPER,Senator Cruz describes plans such as yours as amnesty. Why is your plan not amnesty?,0.0,rep2
610,313,CARSON,My plan is not amnesty for a number of reasons.,0.0,rep2
611,313,CARSON,"Number one, you know, I've talked to farmers, and they said they cannot hire Americans to do the kind of job that I'm talking about.",0.6,rep2
612,313,CARSON,"And the second reason is because the individuals who register as guest workers, they don't get to vote, they are not American citizens, and they don't get the rights and privileges of American citizens. So that's key.",0.0,rep2
